"STUDY_ID","REVIEWERS","INCLUDE","X.1","X","Key","Item.Type","Publication.Year","Author","Title","Publication.Title","ISBN","ISSN","DOI","Url","Abstract.Note","Date","Date.Added","Date.Modified","Access.Date","Pages","Num.Pages","Issue","Volume","Number.Of.Volumes","Journal.Abbreviation","Short.Title","Series","Series.Number","Series.Text","Series.Title","Publisher","Place","Language","Rights","Type","Archive","Archive.Location","Library.Catalog","Call.Number","Extra","Notes","File.Attachments","Link.Attachments","Manual.Tags","Automatic.Tags","Editor","Series.Editor","Translator","Contributor","Attorney.Agent","Book.Author","Cast.Member","Commenter","Composer","Cosponsor","Counsel","Interviewer","Producer","Recipient","Reviewed.Author","Scriptwriter","Words.By","Guest","Number","Edition","Running.Time","Scale","Medium","Artwork.Size","Filing.Date","Application.Number","Assignee","Issuing.Authority","Country","Meeting.Name","Conference.Name","Court","References","Reporter","Legal.Status","Priority.Numbers","Programming.Language","Version","System","Code","Code.Number","Section","Session","Committee","History","Legislative.Body"
"53","joep","YES","723","727","G33CGZT7","journalArticle","2023","Zhang, Qian; Zhang, Zhen; Xu, Nan; Li, Yangfan","fully automatic training sample collection for detecting multi-decadal inland/seaward urban sprawl","Remote Sensing of Environment",NA,"0034-4257","10.1016/j.rse.2023.113801","https://www.sciencedirect.com/science/article/pii/S0034425723003528","accurate and timely monitoring of urban sprawl using remote sensing provides valuable insights for urban management and sustainable development. while existing studies have explored methods for large-scale monitoring of urban sprawl, most of them rely on the collection of manually labeled training samples for supervised classification. additionally, previous studies generally focused on inland urban sprawl, neglecting the process of urban sprawl towards sea areas, known as seaward urban sprawl, which has profound ecological implications for coastal ecosystems. here we develop a fully automatic algorithm for detecting urban sprawl, named fully automatic detection of urban sprawl (fadus), using the time-series landsat imagery without manually collecting training samples or existing urban maps for reference. fadus automatically generates initial samples through a sequential binary unsupervised clustering technique and then updates them by removing the spectral outliers to obtain a high-quality training set for subsequent supervised classification. a tidal module is included in fadus to avoid pseudo-urban changes caused by tidal fluctuations so that both inland and seaward urban sprawl can be detected. by applying the algorithm to 75 coastal cities in china, the most rapidly urbanizing region in the world, we uncovered a neglected but dramatic seaward urban sprawl process that has converted sea areas to urban space since 1985. our results indicate that 9904.36 km2 of coastal wetlands and nearshore seawater areas have been converted to land area, of which 44.83% is currently covered by built-up area. with our method, the fully automatic detection of urban dynamics is now possible for both coastal and inland cities worldwide. our derived map of seaward urban sprawl in china provides valuable references for coastal land-cover change monitoring, wetland protection and restoration, and integrated coastal management.","2023-12-01","2024-01-19 10:23:47","2024-01-19 10:23:47",NA,"113801",NA,NA,"298",NA,"Remote Sensing of Environment",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Automatic classification; Change detection; Coastline; Google Earth Engine; Land cover; Landsat; Urban sprawl",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"54","joep","NO","244","248","A9Y2AQYP","journalArticle","2022","Vu, Hoang Thai Duong; Tran, Dung Duc; Schenk, Andreas; Nguyen, Canh Phuc; Vu, Huu Long; Oberle, Peter; Trinh, Van Cong; Nestmann, Franz","land use change in the vietnamese mekong delta: new evidence from remote sensing","Science of The Total Environment",NA,"0048-9697","10.1016/j.scitotenv.2021.151918","https://www.sciencedirect.com/science/article/pii/S0048969721069941","this paper presents the first attempt to capture a comprehensive spatial view of land use change in the vietnamese mekong delta (vmd) for a long period, i.e., from 2000 to 2020. it is aimed at monitoring holistically the land use change and flooding situation in the region, addressing the reasons for land use change, and assessing the impacts of land use change on hydraulic aspects and farmer livelihoods during the last 21 years. modis products, in particular, are used to study the dynamics of land use and floods after demonstrating high validation with statistical data and radar satellites, with r2 = 0.96 and r2 ≥ 0.97 for land use and flood maps, respectively. the results show that rice cultivation is the most dominant land use type, accounting for 40% to 46% of the delta area, while aquaculture accounts for 10% to 22%, respectively. the total rice cultivation area increased from 3764 thousand hectares (thous. ha) in 2001 to 4343 thous. ha in 2015 based on the intensive development of triple rice cropping in the upper zone, then decreased to 3963 thous. ha in 2020. in contrast, aquaculture areas are farmed mainly in the coastal area and remained relatively steady, increasing slightly from 619 thous. ha in 2001 to 856 thous. ha in 2020. the massive construction of dikes for triple rice cropping in the upper zone appears to cause a significant impact on the annual flooding regime. land use policies have influenced the changes in land use patterns, flooding situations, and the livelihoods of local farmers.","2022-03-20","2024-01-19 10:23:26","2024-01-19 10:23:26",NA,"151918",NA,NA,"813",NA,"Science of The Total Environment",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Floods; Land use; MODIS satellite; Rice; Vietnamese Mekong Delta",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"55","joep","NO","578","582","MRVQU4CZ","journalArticle","2021","Prajapati, Gabbar Singh; Rai, Praveen Kumar; Mishra, Varun Narayan; Singh, Prafull; Shahi, Arjun Pratap","remote sensing-based assessment of waterlogging and soil salinity: a case study from kerala, india","Results in Geophysical Sciences",NA,"2666-8289","10.1016/j.ringps.2021.100024","https://www.sciencedirect.com/science/article/pii/S2666828921000158","waterlogging and raised soil salinity are leading to land degradation and desertification problems worldwide. it can significantly reduce the agricultural practices and crop yields of affected lands. the present study is attempted to map waterlogged and saline affected areas using liss-iii satellite imagery of pre-monsoon and post-monsoon season of the year 2012. it was observed that the total size of seasonal waterlogged (only rabi or only kharif) is 454.96 ha (2.37%) of the total area. the land covered with perennial waterlogged area was found to be 535.54 ha (2.79 %) of the entire command area. the waterlogged area concerning the depth of groundwater was further categorized into most critical, critical, less critical and non-critical. the identification and mapping of salt affected (saline) area was performed during rabi and kharif season. only 0.46% of the command area identified as saline land either in both or single season patches, remaining 99.54% area comes under non saline category. out of total command area 80.58 and 19.42% areas comes under non-saline and saline zones respectively. the saline area was further classified into medium, high and very high zones. the saline affected area covered with medium, high and very high salt categories is 2.25 ha (0.012%), 26.380 ha (0.137%), and 0.624 ha (0.003%), respectively. in-situ measurements such as ph, electrical conductivity (ec) and exchangeable sodium percentage (esp) were also used to validate the results. the methodology proposed in this study can potentially be used for cost-effective mapping of soil salinity in other geographical regions.","2021-09-01","2024-01-19 10:23:42","2024-01-19 10:23:42",NA,"100024",NA,NA,"7",NA,"Results in Geophysical Sciences",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Ground water depth; Remote sensing; Soil salinity; Waterlogging",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"56","joep","NO","237","241","Q37UM9IJ","journalArticle","2022","Odorizzi de Campos, Marcelo; Pellegrino Cerri, Carlos Eduardo; La Scala, Newton","atmospheric co2, soil carbon stock and control variables in managed and degraded pastures in central brazil","Remote Sensing Applications: Society and Environment",NA,"2352-9385","10.1016/j.rsase.2022.100848","https://www.sciencedirect.com/science/article/pii/S2352938522001562","brazil has 166 million hectares of pastures, 58.8% (97.6 million hectares) of which are in some degree of degradation. besides the low animal support capacity and vegetative yield, degraded pastures also contribute significantly to soil carbon losses, through co2 emission. this study aimed to understand the temporal dynamics of atmospheric co2 in contrast between degraded pastures (dp) and managed pastures (mp) in the cerrado brazil biome. using the pasture atlas and 6-year time series, the variables were collected under the pasture classes: column-average concentration of carbon dioxide in the atmosphere (xco2), soil carbon stock (scs), as well as solar-induced chlorophyll fluorescence (sif), normalized difference vegetation index (ndvi) and leaf area index (lai) as vegetative characteristics, and land surface temperature amplitude (lst amplitude) and precipitation as climatic aspects. except for xco2, mp was significantly different from dp with higher sif, ndvi, lai, precipitation, and scs, but smaller lst amplitude. the hypothesis test (student t-test p < 0.05) results indicate higher precipitation and scs in mp when compared to dp due to its positive effect of higher vegetative values. linear regression and pearson's correlation analysis indicate that xco2 negatively relates to the precipitation and vegetative variables (ndvi, lai, and sif), but positively with lst amplitude and scs. soil carbon stock obtained a significant xco2 relationship (p < 0.001) only in the dp, suggesting that the environmental stress experienced by degraded pastures impacts soil carbon losses as a source of co2. therefore, this study concludes that dp with carbon stored in the soil is the main source of co2 for the atmosphere when compared to mp. so, if the necessary care is not taken, the organic carbon from these degraded pastures will be lost to the atmosphere as co2. these findings may favor nature-based solutions indicating that proper pasture management is an important aspect to mitigate emissions and improving soil carbon content helping to mitigate atmospheric co2.","2022-11-01","2024-01-19 10:23:26","2024-01-19 10:23:26",NA,"100848",NA,NA,"28",NA,"Remote Sensing Applications: Society and Environment",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Climate changes; LST; Nature-based; OCO-2; Remote sensing; SoilGrids; Solutions",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"57","joep","YES","829","833","V3IRCFTW","journalArticle","2020","Odebiri, Omosalewa; Mutanga, Onisimo; Odindi, John; Peerbhay, Kabir; Dovey, Steven","predicting soil organic carbon stocks under commercial forest plantations in kwazulu-natal province, south africa using remotely sensed data","GIScience & Remote Sensing",NA,"1548-1603","10.1080/15481603.2020.1731108","https://doi.org/10.1080/15481603.2020.1731108","commercial forest plantations are increasing globally, absorbing a large amount of carbon valuable for climate change mitigation. whereas most carbon assimilation studies have mainly focused on natural forests, understanding the spatial distribution of carbon in commercial forests is central to determining their role in the global carbon cycle. forest soils are the largest carbon reservoir; hence soils under commercial forests could store a significant amount of carbon. however, the variability of soil organic carbon (soc) within forest landscapes is still poorly understood. due to limitations encountered in traditional systems of soc determination, especially at large spatial extents, remote sensing approaches have recently emerged as a suitable option in mapping soil characteristics. therefore, this study aimed at predicting soil organic carbon (soc) stocks in commercial forests using landsat 8 data. eighty-one soil samples were processed for soc concentration and fifteen landsat 8 derived variables, including vegetation indices and bands were used as predictors to soc variability. the random forest (rf) was adopted for variable selection and regression method for soc prediction. variable selection was done using rf backward elimination to derive three best subset predictors and improve prediction accuracy. these variables were then used to build the rf final model for soc prediction. the rf model yielded good accuracies with root mean square error of prediction (rmse) of 0.704 t/ha (16.50% of measured mean soc) and 10-fold cross-validation of 0.729 t/ha (17.09% of measured mean soc). the results demonstrate the effectiveness of landsat 8 bands and derived vegetation indices and rf algorithm in predicting soc stocks in commercial forests. this study provides an effective framework for local, national or global carbon accounting as well as helps forest managers constantly evaluate the status of soc in commercial forest compartments.","2020-05-18","2024-01-19 10:24:12","2024-01-19 10:24:12",NA,"450-463",NA,"4","57",NA,"GIScience & Remote Sensing",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Publisher: Taylor & Francis",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"58","joep","YES","338","342","DR8ICAT2","journalArticle","2019","Dahal, Anjana; Khanal, Rajendra; Mishra, Binaya Kumar","identification of critical location for enhancing groundwater recharge in kathmandu valley, nepal","Groundwater for Sustainable Development",NA,"2352-801X","10.1016/j.gsd.2019.100253","https://www.sciencedirect.com/science/article/pii/S2352801X18302625","the urbanization and construction of modern infrastructure lead to the increase in surface runoff and decrease in infiltration. groundwater is one of the most important water sources in the kathmandu valley, nepal. the amount of groundwater extraction over the years has been greater than the natural replenishment capacity, as a result the water table has significantly decreased. this study mainly aims to identify critical locations for groundwater recharge. the land covers in 1996 and 2011 were generated based on landsat satellite image with a 30 × 30 m resolution. the 2030 land cover was modeled with a land change modeler, the arc-curve number tool was used to calculate the curve number (cn). runoff was calculated with the scs runoff equation. compared to that in 1996, the forest and agriculture area in 2011 decreased, whereas the vegetation and built-up areas increased. from 2011 to 2030, no changes in forest, decrease in vegetation and agriculture area, and increase in the built-up area are observed. the water area throughout the study periods is less than 0.2%. the city center of kathmandu valley has higher cn, greater than 85, for all the observed periods, as a result, a higher runoff is observed. the weighted average cns are 63 and 65 for 2011 and 2030, respectively. the northern and southern parts of kathmandu valley has lower cns; hence, the lower runoff and possibly higher infiltration indicate critical locations for the groundwater recharge. the northern area includes, lapsephedi, gagalphedi, nayapati, sundarijal, chapali, bhadrakali, budalinilkantha, and baluwa and southern area includes devichour, nallu, bhardv, and godawari.","2019-10-01","2024-01-19 10:23:30","2024-01-19 10:23:30",NA,"100253",NA,NA,"9",NA,"Groundwater for Sustainable Development",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Curve number; GIS; Groundwater; Kathmandu valley; Land cover; SCS runoff",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"59","joep","YES","624","628","6SGAU2DP","journalArticle","2023","Shen, Shengyu; Chen, Jiasheng; Cheng, Dongbing; Liu, Honghu; Zhang, Tong","benggang segmentation via deep exchanging of digital orthophoto map and digital surface model features","International Soil and Water Conservation Research",NA,"2095-6339","10.1016/j.iswcr.2023.11.004","https://www.sciencedirect.com/science/article/pii/S2095633923000989","benggang is a typical fragmented erosional landscape in southern and southeastern china, posing significant risk to the local residents and economic development. therefore, an efficient and accurate fine-grained segmentation method is crucial for monitoring the benggang areas. in this paper, we propose a deep learning-based automatic segmentation method for benggang by integrating high-resolution digital orthophoto map (dom) and digital surface model (dsm) data. the dsm data is used to extract slope maps, aiming to capture primary morphological features. the proposed method consists of a dual-stream convolutional encoder-decoder network in which multiple cascaded convolutional layers and a skip connection scheme are used to extract morphological and visual features of the benggang areas. the rich discriminative information in the dom and slope data is fused by a channel exchanging mechanism that dynamically exchanges the most discriminative features from either the dom or dsm stream according to their importance at the channel level. evaluation experiments were conducted on a challenging dataset collected from guangdong province, china, and the results show that the proposed channel exchanging network based deep fusion method achieves 84.62% iou in benggang segmentation, outperforming several existing unimodal or multimodal baselines. the proposed multimodal segmentation method greatly improves the efficiency of large-scale discovery of benggang, and thus is important for the management and restoration of benggang in southern and southeastern china, as well as the monitoring of other similar erosional landscapes.","2023-11-16","2024-01-19 10:23:44","2024-01-19 10:23:44",NA,NA,NA,NA,NA,NA,"International Soil and Water Conservation Research",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Benggang segmentation; Channel exchanging; Deep fusion; DOM; DSM",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"60","joep","YES","38","38","F33RFYQV","journalArticle","2021","Lazuardi, W; Wicaksono, P; Marfai, M A","remote sensing for coral reef and seagrass cover mapping to support coastal management of small islands","IOP Conference Series. Earth and Environmental Science",NA,"17551307","10.1088/1755-1315/686/1/012031","https://login.ezproxy.leidenuniv.nl/login??url=https://www.proquest.com/scholarly-journals/remote-sensing-coral-reef-seagrass-cover-mapping/docview/2511503892/se-2?accountid=12045","coral reefs and seagrass are critical coastal resources due to their role in the ecosystem benefits for the coastal environment in terms of biodiversity, coastal protection, fisheries, and tourism. it is therefore important to preserve and protect these species. coral and seagrass percent cover mapping is a simple approach to assess coral and seagrass condition. the application of remote sensing of coral and seagrass percent cover mapping is very challenging with respect to performance and accuracy. this research aims to utilize remote sensing data for coral and seagrass percent cover mapping. linear and machine learning regressions (rf and svm) were used to develop a coral and seagrass percent cover model from a sentinel-2 msi images. the sentinel-2 msi images were transformed into deglint, water column (dii), principal component, and mean texture analysis as input bands for the model. the results showed that coral percent cover mapping accuracy is relatively low (rmse = ±17%) due to various problems, limitations, and an inaccurate model, whereas the results of the seagrass percent cover map had higher accuracy, with rmse ±11%. the results obtained indicate that the seagrass percent cover map is suitable for use as basic information to support coastal management. however, the coral percent cover map is not an optimal information source due to its low accuracy.","2021-03","2024-01-16 09:03:53","2024-01-19 10:57:35",NA,NA,NA,"1","686",NA,NA,NA,NA,NA,NA,NA,NA,NA,"English",NA,NA,"Publicly Available Content Database","2511503892",NA,NA,"Place: Bristol Publisher: IOP Publishing",NA,"; ","https://media.proquest.com/media/hms/PFT/1/4Z1lI?_a=ChgyMDI0MDExNjA4MTUyNTcwOTo1OTM2OTASBjEwMjAyMBoKT05FX1NFQVJDSCIOMTMyLjIyOS45Mi4xMDAqBzQ5OTg2NjkyCjI1MTE1MDM4OTI6DURvY3VtZW50SW1hZ2VCATBSBk9ubGluZVoCRlRiA1BGVGoKMjAyMS8wMy8wMXIKMjAyMS8wMy8zMXoAggEhUC0xMDA5MjQwLTEyMDQ1LUZSRUUtbnVsbC02NDU0ODk3kgEGT25saW5lygF1TW96aWxsYS81LjAgKE1hY2ludG9zaDsgSW50ZWwgTWFjIE9TIFggMTBfMTVfNykgQXBwbGVXZWJLaXQvNTM3LjM2IChLSFRNTCwgbGlrZSBHZWNrbykgQ2hyb21lLzEyMC4wLjAuMCBTYWZhcmkvNTM3LjM20gESU2Nob2xhcmx5IEpvdXJuYWxzmgIHUHJlUGFpZKoCK09TOkVNUy1NZWRpYUxpbmtzU2VydmljZS1nZXRNZWRpYVVybEZvckl0ZW3KAhVDb25mZXJlbmNlIFByb2NlZWRpbmfSAgFZ8gIA%2BgIBWYIDA1dlYooDHENJRDoyMDI0MDExNjA4MTUyNTcwOTo0MDI5NzY%3D&_s=k4wzFl4%2BFKOeSirFOaIYIqdbXDI%3D; http://catalogue.leidenuniv.nl/openurl/UBL/UBL_services_page?url_ver=Z39.88-2004&rft_val_fmt=info:ofi/fmt:kev:mtx:journal&genre=proceeding&sid=ProQ:ProQ%3Apubliccontent&atitle=Remote+sensing+for+coral+reef+and+seagrass+cover+mapping+to+support+coastal+management+of+small+islands&title=IOP+Conference+Series.+Earth+and+Environmental+Science&issn=17551307&date=2021-03-01&volume=686&issue=1&spage=&au=Lazuardi%2C+W%3BWicaksono%2C+P%3BMarfai%2C+M+A&isbn=&jtitle=IOP+Conference+Series.+Earth+and+Environmental+Science&btitle=&rft_id=info:eric/&rft_id=info:doi/10.1088%2F1755-1315%2F686%2F1%2F012031","Accuracy; Biodiversity; Coastal environments; Coastal fisheries; Coastal management; Coastal resources; Coastal zone management; Coral reef; Coral reefs; Environmental protection; Environmental Studies; Fisheries; Learning algorithms; Machine learning; Mapping; Protected species; Regression analysis; Remote sensing; Resource management; Seagrass; Tourism; Water circulation; Water column",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"61","joep","YES","725","729","2XTUIZXD","journalArticle","2023","He, Tingting; Zhang, Maoxin; Xiao, Wu; Zhai, Ge; Wang, Yan; Guo, Andong; Wu, Cifang","quantitative analysis of abandonment and grain production loss under armed conflict in ukraine","Journal of Cleaner Production",NA,"0959-6526","10.1016/j.jclepro.2023.137367","https://www.sciencedirect.com/science/article/pii/S0959652623015251","the armed conflict in ukraine has been ongoing, with firefights concentrated in kherson, zaporizhia, dnepropetrovsk, donetsk, luhansk, and kharkiv oblasts of eastern ukraine. armed conflicts have caused damage to valuable black land and agricultural infrastructure, resulting in reduced food production and greatly affecting the world food supply. therefore, it is urgent and important to quantify the extent of the impact of armed conflicts on cropland. we applied the sentinel dataset based on the gee platform and used the time-weighted dynamic time warping (twdtw) method to map abandonment in six eastern oblasts and propose a cumulative ndvi (cumndvi) method to characterize food production loss. the accuracy of the 2022 cropland abandonment in krain was excellent. the overall accuracy was 92.5%, with a kappa coefficient of 0.85. the area of abandoned cropland in southeastern ukraine was 11,892.49 km2, which was 7.17% of the cropland. the most abandoned cropland in kherson was 26,692.22 km2, with 3,661.12 km2 of abandoned and a 13.72% abandonment rate. because of abandonment, the loss of grain production in the six oblasts was from 3.67% to 15.18% respectively. and the other loss of grain production of cultivated cropland was found to be 33.02%, with a general loss characteristic in all regions except donetsk slightly increased. in 2022, the grain production loss was a totally 8.19 million tons. that means the grain production loss of the six eastern oblasts in 2022 was up to 31.5% compared to the average yield level in 2016–2020 and accounted for 6.76% compared to the national grain production. the study not only mapped the distribution of abandonment with high precision at a 10 m resolution in 2022 but also quantified the food production loss due to armed conflict. it reveals the severity of the food crisis and proposes measures for post-war replanting and restoration of agricultural economic activities.","2023-08-01","2024-01-19 10:23:47","2024-01-19 10:23:47",NA,"137367",NA,NA,"412",NA,"Journal of Cleaner Production",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Abandonment; Armed conflict; Production; Time-weighted dynamic time warping (TWDTW); Ukraine",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"62","joep","YES","86","87","SZCA3BD9","journalArticle","2021","Mashaba-Munghemezulu, Zinhle; Chirima, George Johannes; Munghemezulu, Cilence; Goldblatt, Ran","mapping smallholder maize farms using multi-temporal sentinel-1 data in support of the sustainable development goals.","Remote Sensing",NA,"20724292","10.3390/rs13091666","https://login.ezproxy.leidenuniv.nl:2443/login?URL=https://search.ebscohost.com/login.aspx?direct=true&db=aph&AN=150372783&site=ehost-live","reducing food insecurity in developing countries is one of the crucial targets of the sustainable development goals (sdgs). smallholder farmers play a crucial role in combating food insecurity. however, local planning agencies and governments do not have adequate spatial information on smallholder farmers, and this affects the monitoring of the sdgs. this study utilized sentinel-1 multi-temporal data to develop a framework for mapping smallholder maize farms and to estimate maize production area as a parameter for supporting the sdgs. we used principal component analysis (pca) to pixel fuse the multi-temporal data to only three components for each polarization (vertical transmit and vertical receive (vv), vertical transmit and horizontal receive (vh), and vv/vh), which explained more than 70% of the information. the support vector machine (svm) and extreme gradient boosting (xgboost) algorithms were used at model-level feature fusion to classify the data. the results show that the adopted strategy of two-stage image fusion was sufficient to map the distribution and estimate production areas for smallholder farms. an overall accuracy of more than 90% for both svm and xgboost algorithms was achieved. there was a 3% difference in production area estimation observed between the two algorithms. this framework can be used to generate spatial agricultural information in areas where agricultural survey data are limited and for areas that are affected by cloud coverage. we recommend the use of sentinel-1 multi-temporal data in conjunction with machine learning algorithms to map smallholder maize farms to support the sdgs. [abstract from author]","2021-05","2024-01-19 10:20:44","2024-01-19 10:55:10",NA,"1666-1666",NA,"9","13",NA,"Remote Sensing",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Academic Search Premier",NA,"EBSCOhost",NA,NA,NA,NA,NA,"ACCURACY; AREA; CORN farming; CROP CLASSIFICATION; IMAGE fusion; LAND-USE; maize; principal component analysis; PRINCIPAL components analysis; PROVINCE; SAR; SCALE; Sentinel-1; SENTINEL-1 (Artificial satellite); smallholder; SUPPORT vector machines; SUSTAINABLE development; sustainable development goals; SVM; TRADE; Xgboost",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
