"STUDY_ID","REVIEWERS","INCLUDE","STUDY_ID.1","REVIEWERS.1","INCLUDE.1","X","Key","Item.Type","Publication.Year","Author","Title","Publication.Title","ISBN","ISSN","DOI","Url","Abstract.Note","Date","Date.Added","Date.Modified","Access.Date","Pages","Num.Pages","Issue","Volume","Number.Of.Volumes","Journal.Abbreviation","Short.Title","Series","Series.Number","Series.Text","Series.Title","Publisher","Place","Language","Rights","Type","Archive","Archive.Location","Library.Catalog","Call.Number","Extra","Notes","File.Attachments","Link.Attachments","Manual.Tags","Automatic.Tags","Editor","Series.Editor","Translator","Contributor","Attorney.Agent","Book.Author","Cast.Member","Commenter","Composer","Cosponsor","Counsel","Interviewer","Producer","Recipient","Reviewed.Author","Scriptwriter","Words.By","Guest","Number","Edition","Running.Time","Scale","Medium","Artwork.Size","Filing.Date","Application.Number","Assignee","Issuing.Authority","Country","Meeting.Name","Conference.Name","Court","References","Reporter","Legal.Status","Priority.Numbers","Programming.Language","Version","System","Code","Code.Number","Section","Session","Committee","History","Legislative.Body"
"22","jonas_2b","YES","37","jonas_2a","YES","256","3C3ZDCGZ","journalArticle","2019","Ghimire, Sujan; Deo, Ravinesh C.; Raj, Nawin; Mi, Jianchun","wavelet-based 3-phase hybrid svr model trained with satellite-derived predictors, particle swarm optimization and maximum overlap discrete wavelet transform for solar radiation prediction","Renewable and Sustainable Energy Reviews",NA,"1364-0321","10.1016/j.rser.2019.109247","https://www.sciencedirect.com/science/article/pii/S1364032119304472","the accurate prediction of global solar radiation (gsr) with remote sensing in metropolitan, regional and remote, yet solar-rich sites, is a core requisite for cleaner energy utilization, monitoring and conversion of renewable energy into usable power. data-driven models that investigate the feasibility of solar-fueled energies, face challenges in respect to identifying their appropriate input data as such variables may not be available at all sites due to a lack of environmental monitoring system. in this paper, the moderate resolution imaging spectroradiometer (modis) satellite-derived predictors are employed to train three-phase hybrid svr model for monthly gsr prediction. firstly, to acquire relevant model input features, modis variables are screened with the particle swarm optimization (pso) algorithm, and secondly, a gaussian emulation method of sensitivity analysis is incorporated on all screened variables to ascertain their relative role in predicting gsr. to address pertinent issues of non-stationarities, pso selected variables are decomposed with maximum overlap discrete wavelet transformation prior to its incorporation in support vector regression (svr), constructing a three-phase pso-w-svr hybrid model where the hyper-parameters are acquired by evolutionary (i.e., pso & genetic algorithm) and grid search methods. three-phase pso-w-svr hybrid model is benchmarked with alternative machine learning models. thirty-nine model scenarios are formulated: 13 without feature selection (e.g., svr), 13 with feature selection (e.g., pso-svr for two-phase models) and the remainder 13 with feature selection strategy coupled with data decomposition algorithm (e.g., pso-w-svr leading to a three-phase model). metrics such as skill score (rmsess), root mean square error (rmse), mean absolute error (mae), willmott’s (wi), legates & mccabe’s (e1) and nash–sutcliffe coefficients (ens) are applied to comprehensively evaluate prescribed models. empirical results register high performance of three-phase hybrid pso-w-svr models, exceeding the prescribed alternative models. high predictive ability evidenced by a low rrmse and high e1 ascertains pso-w-svr hybrid model as considerably favorable in its capability to be enriched by modis satellite-derived variables. maximum overlap discrete wavelet transform algorithm is also seen to provide resolved patterns in satellite variables, leading to a superior performance compared to the other data-driven model. the research avers that a three-phase hybrid pso-w-svr model can be a viable tool to predict gsr using satellite derived data as predictors, and is particularly useful for exploration of renewable energies where satellite footprint are present but regular environmental monitoring systems may be absent.","2019-10-01","2024-01-19 10:23:27","2024-01-19 10:23:27",NA,"109247",NA,NA,"113",NA,"Renewable and Sustainable Energy Reviews",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Hybrid energy prediction model; Maximum overlap discrete wavelet; MODIS satellite; Remote sensing; Renewable energy exploration; Support vector regression",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"23","jonas_2b","NO","39","jonas_2a","YES","248","FIJ7TXET","journalArticle","2021","Masiliūnas, Dainius; Tsendbazar, Nandin-Erdene; Herold, Martin; Lesiv, Myroslava; Buchhorn, Marcel; Verbesselt, Jan","global land characterisation using land cover fractions at 100 m resolution","Remote Sensing of Environment",NA,"0034-4257","10.1016/j.rse.2021.112409","https://www.sciencedirect.com/science/article/pii/S0034425721001279","currently most global land cover maps are produced with discrete classes, which express the dominant land cover class in each pixel, or a combination of several classes at a predetermined ratio. in contrast, land cover fraction mapping enables expressing the proportion of each pure class in each pixel, which increases precision and reduces legend complexity. to map land cover fractions, regression rather than classification algorithms are needed, and multiple approaches are available for this task. a major challenge for land cover fraction mapping models is data sparsity. land cover fraction data is by its nature zero-inflated due to how common the 0% fraction is. as regression favours the mean, 0% and 100% fractions are difficult for regression models to predict accurately. we proposed a new solution by combining three models: a binary model determines whether a pixel is pure; if so, it is processed using a classification model; otherwise with a regression model. we compared multiple regression algorithms and implemented our proposed three-step model on the algorithm with the lowest rmse. we further evaluated the spatial and per-class accuracy of the model and demonstrated a wall-to-wall prediction of seven land cover fractions over the globe. the models were trained on over 138,000 points and validated on a separate dataset of over 20,000 points, provided by the cgls-lc100 project. both datasets are global and aligned with the proba-v 100 m utm grid. results showed that the random forest regression model reached the lowest rmse of 17.3%. lowest mae (7.9%) and highest overall accuracy (72% ± 2%) was achieved using random forest with our proposed three-model approach and median vote. this research proves that machine learning algorithms can be applied globally to map a wide variety of land cover fractions. fraction mapping expresses land cover more precisely, and empowers users to create their own discrete maps using user-defined thresholds and rules, which enables customising the result for a diverse range of uses. the three-step approach is useful for addressing the zero-inflation issue and mapping 0% and 100% fractions more accurately, and thus has already been taken up in the operational production of global land cover fraction layers within the cgls-lc100 project. furthermore, this study contributes to the accuracy assessment of land cover fraction maps both thematically and spatially, and these methods could be taken up by future land cover fraction mapping efforts.","2021-06-15","2024-01-19 10:23:26","2024-01-19 10:23:26",NA,"112409",NA,NA,"259",NA,"Remote Sensing of Environment",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Cubist; Global land cover mapping; Land cover fraction mapping; Machine learning; Neural network; PROBA-V; Random forest; Spatial accuracy; Support vector regression; Time series analysis; Zero inflation",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"24","jonas_2b","NO","42","jonas_2a","YES","81","RBMQ4EHD","journalArticle","2023","Lin, Xin; Zhang, Bo; Wu, Fan; Wang, Chao; Yang, Yali; Chen, Huiqin","sived: a sar image dataset for vehicle detection based on rotatable bounding box.","Remote Sensing",NA,"20724292","10.3390/rs15112825","https://login.ezproxy.leidenuniv.nl:2443/login?URL=https://search.ebscohost.com/login.aspx?direct=true&db=aph&AN=164213162&site=ehost-live","the research and development of deep learning methods are heavily reliant on large datasets, and there is currently a lack of scene-rich datasets for synthetic aperture radar (sar) image vehicle detection. to address this issue and promote the development of sar vehicle detection algorithms, we constructed the sar image dataset for vehicle detection (sived) using ka, ku, and x bands of data. rotatable bounding box annotations were employed to improve positioning accuracy, and an algorithm for automatic annotation was proposed to improve efficiency. the dataset exhibits three crucial properties: richness, stability, and challenge. it comprises 1044 chips and 12,013 vehicle instances, most of which are situated in complex backgrounds. to construct a baseline, eight detection algorithms are evaluated on sived. the experimental results show that all detectors achieved high mean average precision (map) on the test set, highlighting the dataset's stability. however, there is still room for improvement in the accuracy with respect to the complexity of the background. in summary, sived fills the gap in sar image vehicle detection datasets and demonstrates good adaptability for the development of deep learning algorithms. [abstract from author]","2023-06","2024-01-19 10:20:45","2024-01-19 10:20:52",NA,"2825",NA,"11","15",NA,"Remote Sensing",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Academic Search Premier",NA,"EBSCOhost",NA,NA,NA,NA,NA,"complex scenarios; deep learning; DEEP learning; MACHINE learning; RADARSAT satellites; rotatable bounding box; SIVED; SYNTHETIC aperture radar; synthetic aperture radar (SAR); vehicle detection",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"25","jonas_2b","NO","45","jonas_2a","YES","162","W8X26U9D","journalArticle","2023","Gómez, Andrés M.R.; de Jong van Lier, Quirijn; Silvero, Nélida E.Q.; Inforsato, Leonardo; de Melo, Marina Luciana Abreu; Rodríguez-Albarracín, Heidy S.; Rosin, Nícolas Augusto; Rosas, Jorge Tadeu Fim; Rizzo, Rodnei; Demattê, Jose A.M.","digital mapping of the soil available water capacity: tool for the resilience of agricultural systems to climate change","Science of The Total Environment",NA,"0048-9697","10.1016/j.scitotenv.2023.163572","https://www.sciencedirect.com/science/article/pii/S0048969723021915","soil available water capacity (awc) is a key function for human survival and well-being. however, its direct measurement is laborious and spatial interpretation is complex. digital soil mapping (dsm) techniques emerge as an alternative to spatial modeling of soil properties. dsm techniques commonly apply machine learning (ml) models, with a high level of complexity. in this context, we aimed to perform a digital mapping of soil awc and interpret the results of the random forest (rf) algorithm and, in a case study, to show that digital awc maps can support agricultural planning in response to the local effects of climate change. to do so, we divided this research into two approaches: in the first approach, we showed a dsm using 1857 sample points in a southeastern region of brazil with laboratory-determined soil attributes, together with a pedotransfer function (ptf), remote sensing and dsm techniques. in the second approach, the constructed awc digital soil map and weather station data were used to calculate climatological soil water balances for the periods between 1917–1946 and 1991–2020. the result showed the selection of covariates using shapley values as a criterion contributed to the parsimony of the model, obtaining goodness-of-fit metrics of r2 0.72, rmse 16.72 mm m−1, ccc 0.83, and bias of 0.53 over the validation set. the highest contributing covariates for soil awc prediction were the landsat multitemporal images with bare soil pixels, mean diurnal, and annual temperature range. under the current climate conditions, soil available water content (aw) increased during the dry period (april to august). may had the highest increase in aw (∼17 mm m−1) and decrease in september (∼14 mm m−1). the used methodology provides support for awc modeling at 30 m resolution, as well as insight into the adaptation of crop growth periods to the effects of climate change.","2023-07-15","2024-01-19 10:23:13","2024-01-19 10:23:13",NA,"163572",NA,NA,"882",NA,"Science of The Total Environment",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Climate change; Ecosystem services; Machine learning; Remote sensing; Shapley value; Soil functions; Soil health; Soil quality",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"26","jonas_2b","YES","47","jonas_2a","YES","174","EMRPBRCV","journalArticle","2023","Mpakairi, Kudzai S.; Dube, Timothy; Sibanda, Mbulisi; Mutanga, Onisimo","fine-scale characterization of irrigated and rainfed croplands at national scale using multi-source data, random forest, and deep learning algorithms","ISPRS Journal of Photogrammetry and Remote Sensing",NA,"0924-2716","10.1016/j.isprsjprs.2023.09.006","https://www.sciencedirect.com/science/article/pii/S0924271623002460","knowledge of the extent and distribution of irrigated and rainfed croplands is critical in providing the necessary baseline data for enhancing agricultural efficiency and making informed policy decisions. accurately identifying and mapping irrigated and rainfed croplands can hasten the attainment of sustainable development goals (sdgs) 1 and 2, aimed at reducing poverty and hunger, respectively. however, traditional methods employed to identify and map cropland areas are expensive and require substantial labour, particularly in extensive environments. as a result, this study presents a comprehensive and spatially explicit methodological framework for identifying and mapping national-scale irrigated and rainfed croplands in south africa. this framework leverages low-cost earth observation technologies (sentinel-2 msi) and employs highly accurate classification algorithms, namely deep learning neural network (dnn) and random forest (rf). the proposed methodology strategically integrates data from multiple sources, including public repositories (e.g., cropland data, evapotranspiration), ongoing research (e.g., land cover maps), and field data, to enhance the accuracy and reliability of the results. the methodology begins by employing a robust random forest model to classify the study area into distinct land cover types. leveraging the power of a deep learning neural network (dnn), the method accurately distinguishes between irrigated and rainfed croplands in south africa. the random forest model achieved a notable classification accuracy of 0.77 when identifying the main land-use and land cover types. meanwhile, the deep learning neural network (dnn) model achieved an accuracy of 0.71 in differentiating rainfed and irrigated croplands at a national scale. these results highlight the effectiveness of the proposed methodology in providing baseline information relevant to crop monitoring, yield forecasting, and understanding agricultural food supply systems. furthermore, the proposed methodology has the potential to offer timely and accurate information on cropland areas and their extent which could assist in implementing targeted interventions for optimising agricultural productivity. with its potential to be upscaled to other sub-saharan countries, this methodology enriches agricultural decision-making and plays a vital role in bolstering food security and advancing the attainment of sdgs.","2023-10-01","2024-01-19 10:23:16","2024-01-19 10:45:35",NA,"117-130",NA,NA,"204",NA,"ISPRS Journal of Photogrammetry and Remote Sensing",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Cropland areas; DEEP learning; Earth observation; FARM supplies; FARMS; FOOD supply; Large scale; MACHINE learning; National scale mapping; RANDOM forest algorithms; South Africa; SOUTH Africa; Wall-to-wall mapping",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"27","jonas_2b","NO","48","jonas_2a","YES","333","AWSCM4LV","journalArticle","2023","Raji, Saheed Adekunle; Akintuyi, Akinlabi O.; Wunude, Emmanuel O.; Fashoto, Busayo","a machine learning-based spatial statistical method for modelling different phases of gully development in south-eastern nigeria","Ecological Informatics",NA,"1574-9541","10.1016/j.ecoinf.2023.102101","https://www.sciencedirect.com/science/article/pii/S1574954123001309","gully erosion is an environmental problem that causes topsoil loss and ecological damage. understanding its formative processes and predisposing factors is crucial for effective management. however, few studies have focused on the spatial modelling of these factors. in the current study, machine learning (ml)-based spatial statistics were used to identify the predisposing factors of gully formation processes in south-eastern nigeria. a geospatial database was created using 262 gully locations, fragmented into four categories as dependent variables. a total of 20 predictor variables, including geomorphometry, terrain, geo-environmental factors, proximity, and climate, were fused into a multinomial logistic regression model. the model was then fitted using the nnet package in r after testing for multi-collinearity and spatial autocorrelation. the results revealed that the study area, which is a 7th-order drainage basin, is vulnerable to gullying, as expressed by horton's laws of geomorphometry. the highest simulated probability range was observed for moderate gully (0.5512–0.7175), with terrain and climate as predictive factors, whereas the lowest simulated probability range was observed for full gully (0.1136–0.4107) as influenced by basin geomorphometry. soil creep (0.3869–0.5317) and low gully (0.1025–0.5107), both driven by climate, proximity, and terrain factors, exhibited a moderate tendency for occurrence. the findings reported in this paper can aid in decision-making for sustainable environmental management of gully cycles and provide a novel approach for global gully-active drainage basins.","2023-07-01","2024-01-19 10:23:30","2024-01-19 10:23:30",NA,"102101",NA,NA,"75",NA,"Ecological Informatics",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Anambra Basin; Gully erosion; Multinomial logistic regression; Predictor variables; Spatial statistics; Sub-watershed modelling",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"28","jonas_2b","YES","50","jonas_2a","YES","883","NC9ECRE3","journalArticle","2020","Hsu, Astrid J.; Kumagai, Joy; Favoretto, Fabio; Dorian, John; Guerrero Martinez, Benigno; Aburto-Oropeza, Octavio","driven by drones: improving mangrove extent maps using high-resolution remote sensing","Remote Sensing",NA,"2072-4292","10.3390/rs12233986","https://www.mdpi.com/2072-4292/12/23/3986","this study investigated how different remote sensing techniques can be combined to accurately monitor mangroves. in this paper, we present a framework to use drone imagery to calculate correction factors which can improve the accuracy of satellite-based mangrove extent. we focus on semi-arid dwarf mangroves of baja california sur, mexico, where the mangroves tend to be stunted in height and found in small patches, as well as larger forests. using a dji phantom 4 pro, we imaged mangroves and labeled the extent by manual classification in qgis. using arcgis, we compared satellite-based mangrove extent maps from global mangrove watch (gmw) in 2016 and mexico’s national government agency (national commission for the knowledge and use of biodiversity, conabio) in 2015, with extent maps generated from in situ drone studies in 2018 and 2019. we found that satellite-based extent maps generally overestimated mangrove coverage compared to that of drone-based maps. to correct this overestimation, we developed a method to derive correction factors for gmw mangrove extent. these correction factors correspond to specific pixel patterns generated from a convolution analysis and mangrove coverage defined from drone imagery. we validated our model by using repeated k-fold cross-validation, producing an accuracy of 98.3% ± 2.1%. overall, drones and satellites are complementary tools, and the rise of machine learning can help stakeholders further leverage the strengths of the two tools, to better monitor mangroves for local, national, and international management.","2020-01","2024-01-19 12:18:36","2024-01-19 12:18:36","2024-01-19 12:18:36","3986",NA,"23","12",NA,NA,"Driven by Drones",NA,NA,NA,NA,NA,NA,"en","http://creativecommons.org/licenses/by/3.0/",NA,NA,NA,"www.mdpi.com",NA,"Number: 23 Publisher: Multidisciplinary Digital Publishing Institute",NA,"/Users/ninaleach/Zotero/storage/X2NFME8H/Hsu et al. - 2020 - Driven by Drones Improving Mangrove Extent Maps U.pdf",NA,NA,"area correction; convolution; geographic information systems; international commitments; monitoring; unmanned aerial vehicles",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"29","jonas_2b","NO","52","jonas_2a","YES","483","PVYZ2GPW","journalArticle","2020","Kako, Shin'ichiro; Morita, Shohei; Taneda, Tetsuya","estimation of plastic marine debris volumes on beaches using unmanned aerial vehicles and image processing based on deep learning","Marine Pollution Bulletin",NA,"0025-326X","10.1016/j.marpolbul.2020.111127","https://www.sciencedirect.com/science/article/pii/S0025326X20302459","plastic marine debris (pmd) is of global concern. to help address this problem, a novel approach for estimating pmd volumes using a combination of unmanned aerial vehicle (uav) surveys and image processing based on deep learning is proposed. a three-dimensional model and orthoscopic image of a beach, constructed via structure from motion software using uav-derived data, enabled pmd volumes to be computed by edge detection through image processing. the accuracy of the method was verified by estimating the volumes of test debris placed on a beach in known sizes and shapes. the proposed approach shows potential for estimating pmd volumes with an error of <5%. compared with subjective methods based on beach surveys, this approach can accurately, rapidly, and objectively calculate the pmd volume on a beach and can be used to improve the efficiency of beach surveys and identify beaches that need preferential cleaning.","2020-06-01","2024-01-19 10:23:40","2024-01-19 10:23:40",NA,"111127",NA,NA,"155",NA,"Marine Pollution Bulletin",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Deep learning; Image processing; Plastic marine debris; UAV",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"30","jonas_2b","NO","54","jonas_2a","YES","357","KNWWFLUI","journalArticle","2021","Jiang, Chong; Yang, Zhiyuan; Wen, Meili; Huang, Li; Liu, Haimeng; Wang, Jun; Chen, Weilian; Zhuang, Changwei","identifying the spatial disparities and determinants of ecosystem service balance and their implications on land use optimization","Science of The Total Environment",NA,"0048-9697","10.1016/j.scitotenv.2021.148472","https://www.sciencedirect.com/science/article/pii/S0048969721035440","ecosystem services (ess) are increasingly affected by human interventions, and the es balance between supply and demand plays a vital role in guaranteeing the expected efficacy of ecosystem restoration projects. however, the spatial disparities of es balance, along with its determinants and spillover effects, remain unclear, constraining effective es management and landscape planning. the aim of this study was to fill these gaps by quantifying the es balance in the restoring loess plateau using an expert-based es matrix approach and by examining the spatial associations between es balance and driving factors via an integrated regression approach. the results showed that the county-scale es balance was closely related to the land-use composition and population density. geographic locations of counties with es surplus were mainly concentrated in mountainous areas with high proportions of woodland and grassland, while urbanized land and a high population density resulted in an es deficit. forest and grass regeneration, due to revegetation practices, alleviated es deficits, while rapid urbanization and population growth aggravated es imbalance. the integrated regression approach demonstrated that the es balance and its dependencies (i.e., landscape metrics and population density) had remarkable spatial heterogeneity and spillover effects, which should be practically considered in localized es management and landscape optimization. excessive agricultural reclamation and urban expansion improved grain productivity and economic profits but deteriorated landscape fragmentation, further aggravating the es deficit. in contrast, excessive revegetation practices promoted ecosystem restoration and improved es surplus but threatened food security. therefore, an appropriate balanced state should be maintained for sustainable ecosystem restoration through timely and efficient policy interventions and landscape optimization.","2021-11-01","2024-01-19 10:23:31","2024-01-19 10:23:31",NA,"148472",NA,NA,"793",NA,"Science of The Total Environment",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Deficit; Determinant; Integrated regression approach; Loess Plateau; Surplus",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"31","jonas_2b","YES","57","jonas_2a","YES","134","TJT4EQNG","journalArticle","2022","Jarray, Noureddine; Ben Abbes, Ali; Rhif, Manel; Dhaou, Hanen; Ouessar, Mohamed; Farah, Imed Riadh","smetool: a web-based tool for soil moisture estimation based on eo-learn framework and machine learning methods","Environmental Modelling & Software",NA,"1364-8152","10.1016/j.envsoft.2022.105505","https://www.sciencedirect.com/science/article/pii/S1364815222002079","earth observation (eo) technologies have played an increasingly important role in monitoring the sustainable development goals (sdg). these technologies often combined with machine learning (ml) models provide efficient means for achieving the sdgs. the great progress of this combination is also demonstrated by the large number of software, web tools and packages that have been made available for free use. in this paper, we introduce a software architecture to facilitate the generation of eo information targeted towards soil moisture that derive several challenges regarding the facilitation of satellite data processing. thus, this paper presents a web-based tool for soil moisture estimation (smetool), designed for the soil moisture estimation using sentinel-1a and sentinel-2a data based on eo-learn library. smetool implements several ml techniques such as (artificial neural network (ann), random forest (rf), convolutional neural network (cnn), etc.). the smetool could be very useful for decision makers in the region in assessing the effects of drought and desertification events. experiments were carried out on two sites in tunisia during the period from 2016 to 2017. although the performance of the used models is very close, it is clear that cnn and rf outperformed other ml models. the achieved results reveal that the soil moisture, was highly correlated to the in-situ measurements with high pearson’s correlation coefficient r (rrf=0.86, rann=0.75, rxgboost=0.79, rcnn=0.87) and low root mean square error (rmse) (rmserf = 1.09%, rmseann = 1.49%, rmsexgboost = 1.39%, rmsecnn = 1.12%), respectively.","2022-11-01","2024-01-19 10:23:09","2024-01-19 10:23:09",NA,"105505",NA,NA,"157",NA,"Environmental Modelling & Software",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Eo-learn; Machine learning; Open source data; Sentinel-1A and 2A; Soil moisture estimation; Web-based tool",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"32","jonas_2b","NO","61","jonas_2a","YES","45","HJGSK4QU","journalArticle","2022","B. Wu; C. Yang; Z. Chen; Q. Wu; S. Yu; C. Wang; Q. Li; J. Wu; B. Yu","the relationship between urban 2-d/3-d landscape pattern and nighttime light intensity","IEEE Journal of Selected Topics in Applied Earth Observations and Remote Sensing",NA,"2151-1535","10.1109/JSTARS.2021.3135488",NA,"as spatial and socioeconomic processes are the two key aspects of urban development, revealing the relationship between these two key aspects is critical. previous studies attempted to explain their correlation at the city or region level using built-up area metrics and nighttime light (ntl) data. however, more comprehensive studies on urban interior spatial characteristics and their relationship to ntl intensity are lacking in a three-dimension space. using luojia 1-01 nighttime light data, lidar digital surface model data, and other auxiliary data, this study applies an extreme gradient boosting regression model and sharpley additive explanations method to model and interpret the relationship between two-dimensional (2-d)/3-d landscape patterns and ntl intensity. two study areas were selected to investigate the landscape–ntl relationship at the parcel and subdistrict levels. the major findings of this study include the following: 1) 2-d and 3-d urban landscape patterns have a close relationship with ntl intensity at the parcel and subdistrict scales; 2) the combinational metric of 2-d and 3-d landscape patterns has a stronger relationship with ntl intensity than either the 2-d or 3-d landscape metrics alone; 3) the correlations between most landscape metrics and ntl intensity are not simply positive or negative but change as metrics grow; and 4) the urban socioeconomic level is not only related to a single landscape metric sometimes but tends to the result of metrics interaction. these findings may help urban planners and government officials make more reasonable urban landscape planning policies under the goal of sustainable development.","2022","2024-01-16 09:24:08","2024-01-19 10:59:37",NA,"478-489",NA,NA,"15",NA,"IEEE Journal of Selected Topics in Applied Earth Observations and Remote Sensing",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"33","jonas_2b","YES","63","jonas_2a","YES","240","9LQMEI6T","journalArticle","2021","Arvor, Damien; Betbeder, Julie; Daher, Felipe R.G.; Blossier, Tim; Le Roux, Renan; Corgne, Samuel; Corpetti, Thomas; de Freitas Silgueiro, Vinicius; Silva Junior, Carlos Antonio da","towards user-adaptive remote sensing: knowledge-driven automatic classification of sentinel-2 time series","Remote Sensing of Environment",NA,"0034-4257","10.1016/j.rse.2021.112615","https://www.sciencedirect.com/science/article/pii/S0034425721003357","land cover mapping over large areas is essential to address a wide spectrum of socio-environmental challenges. for this reason, many global or regional land cover products are regularly released to the scientific community. yet, the remote sensing community has not fully addressed the challenge to extract useful information from vast volumes of satellite data. especially, major limitations concern the use of inadequate classification schemes and “black box” methods that may not match with end-users conceptualization of geographic features. in this paper, we introduce a knowledge-driven methodological approach to automatically process sentinel-2 time series in order to produce pre-classifications that can be adapted by end-users to match their requirements. the approach relies on a conceptual framework inspired from ontologies of scientific observation and geographic information to describe the representation of geographic entities in remote sensing images. the implementation consists in a three-stage classification system including an initial stage, a dichotomous stage and a modular stage. at each stage, the system firstly relies on natural language semantic descriptions of time series of spectral signatures before assigning labels of land cover classes. the implementation was tested on 75 time series of sentinel-2 images (i.e. 2069 images) in the southern brazilian amazon to map natural vegetation and water bodies as required by a local end-user, i.e. a non-governmental organization. the results confirmed the potential of the method to accurately detect water bodies (f-score = 0.874 for bodies larger than 10 m) and map natural vegetation (max f-score = 0.875), yet emphasizing the spatial heterogeneity of accuracy results. in addition, it proved to be efficient to provide rapid estimates of degraded riparian forests at watershed level (r2 = 0.871). finally, we discuss potential improvements both in the system's implementation, e.g. considering additional characteristics, and in the conceptual framework, e.g. moving from pixel- to object-based image analysis and evolving towards a hybrid system combining data- and knowledge-driven approaches.","2021-10-01","2024-01-19 10:23:26","2024-01-19 10:23:26",NA,"112615",NA,NA,"264",NA,"Remote Sensing of Environment",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Amazon; Knowledge-driven; Land cover; Ontologies; Sentinel-2; Time series",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
